account_number,birth,occupation,account_date,state,city,address_date,level,total_boleto,num_boleto,total_pix_enviado,num_pix_enviado,total_pix_recebido,num_pix_recebido,paid,num_paid,unpaid,num_unpaid
356405,1987-12-14 00:00:00,Autonomo,2021-04-16 19:30:00,PR,California,2021-04-16 19:30:00,F,3796.28,54,16193.05,19,13014.08,54,3796.28,54,7154.12,100
654031,1990-03-22 00:00:00,Outros,2021-04-16 03:00:00,PR,Ribeirao Claro,2021-04-16 03:00:00,F,2635.12,34,20962.31,23,19282.91,34,2635.12,34,2707.2,33
112373,1999-10-23 00:00:00,Desenvolvedor,2021-04-16 18:30:00,SC,Santa Helena,2021-04-16 18:30:00,C,9214.73,223,16948.95,16,8609.33,223,9214.73,223,3753.76,91
161214,1984-03-07 00:00:00,Corretor,2021-04-16 21:30:00,SP,Santa Maria da Serra,2021-04-16 21:30:00,D,15702.44,205,27511.31,11,13326.53,205,15702.44,205,3552.23,47
710263,1968-08-22 00:00:00,Analista,2021-04-16 16:00:00,ES,Apiaca,2021-04-12 15:00:00,,1355.11,30,6667.23,14,6560.24,30,1355.11,30,1596.48,35
510903,1990-02-24 00:00:00,Analista,2021-04-16 03:00:00,PR,Mallet,2021-04-16 03:00:00,F,766.33,8,3437.24,7,2858.43,8,766.33,8,2101.88,22
630734,1976-07-13 00:00:00,Desenvolvedor,2021-04-16 20:30:00,ES,Iuna,2021-04-16 20:30:00,D,10159.98,192,16885.25,7,7877.42,192,10159.98,192,2495.64,47
494389,1975-01-07 00:00:00,Corretor,2021-04-16 13:00:00,MG,Crisolita,2021-04-16 13:00:00,C,5464.71,120,14630.81,11,11139.53,120,5464.71,120,5591.64,126
215038,1978-10-13 00:00:00,Analista,2021-04-16 14:30:00,MG,Desterro do Melo,2021-04-16 14:30:00,D,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
321500,1990-03-24 00:00:00,Analista,2021-04-16 06:00:00,PR,Guairaca,2021-04-16 06:00:00,D,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
325492,1982-04-26 00:00:00,Corretor,2021-04-16 19:00:00,RJ,Miguel Pereira,2021-04-04 04:00:00,,13373.2,185,22866.6,8,11555.89,185,13373.2,185,2087.41,29
780206,1969-06-17 00:00:00,Analista,2021-04-17 10:00:00,GO,Lagoa Santa,2021-04-17 10:00:00,C,12052.62,128,18333.78,7,15609.52,128,12052.62,128,2243.39,24
104291,1999-11-29 00:00:00,Corretor,2021-04-17 01:00:00,PR,Missal,2021-04-17 01:00:00,D,5699.59,114,11628.37,9,6835.53,114,5699.59,114,2288.12,47
691228,1968-11-09 00:00:00,Desenvolvedor,2021-04-17 07:00:00,MG,Joanesia,2021-04-17 07:00:00,C,5008.1,96,11480.33,12,8482.36,96,5008.1,96,3557.22,69
539640,1997-09-13 00:00:00,Desenvolvedor,2021-04-17 10:30:00,MG,Ubaporanga,2021-04-17 10:30:00,D,7066.43,166,15240.36,15,9481.6,166,7066.43,166,2303.84,55
652635,1978-01-26 00:00:00,Analista,2021-04-17 22:30:00,MG,Ouro Fino,2021-04-17 22:30:00,D,2724.23,70,7243.15,10,6006.34,70,2724.23,70,1869.04,49
69546,1991-05-03 00:00:00,Autonomo,2021-04-17 03:30:00,RJ,Itatiaia,2021-04-17 03:30:00,F,759.89,20,2824.45,15,2252.67,20,759.89,20,1684.09,45
64447,1967-03-19 00:00:00,Autonomo,2021-04-17 11:00:00,GO,Mambai,2021-04-17 11:00:00,C,10975.94,213,18703.95,9,8637.2,213,10975.94,213,1182.07,24
774808,1967-06-17 00:00:00,Analista,2021-04-18 04:30:00,RJ,Quatis,2021-04-18 04:30:00,D,2168.58,43,9090.04,11,7244.71,43,2168.58,43,1100.77,22
77684,1997-06-01 00:00:00,Corretor,2021-04-18 09:30:00,MG,Unai,2021-04-18 09:30:00,D,8787.42,120,20277.08,13,13016.35,120,8787.42,120,3675.33,49
618894,1991-01-12 00:00:00,Investidor,2021-04-18 10:00:00,RJ,Bom Jardim,2021-04-18 10:00:00,C,9500.13,185,18275.1,15,9301.62,185,9500.13,185,3791.62,73
568610,1980-08-07 00:00:00,Outros,2021-04-18 03:00:00,PR,Peabiru,2021-04-18 03:00:00,F,2539.78,35,6109.06,15,4407.76,35,2539.78,35,8653.49,118
504003,1962-11-07 00:00:00,Analista,2021-04-18 03:30:00,PR,Guamiranga,2021-04-18 03:30:00,C,4782.48,131,10366.23,8,7347.47,131,4782.48,131,758.3,21
388770,1983-10-29 00:00:00,Corretor,2021-04-18 12:00:00,PR,Carambei,2021-04-18 12:00:00,C,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
492454,1996-08-29 00:00:00,Investidor,2021-04-18 05:00:00,RJ,Italva,2021-04-03 13:30:00,F,1347.12,14,4178.85,10,3295.1,14,1347.12,14,2434.6,25
467409,1966-12-29 00:00:00,Corretor,2021-04-18 05:30:00,MG,Ubaporanga,2021-04-17 10:30:00,C,5875.56,189,9738.72,13,6366.45,189,5875.56,189,1259.72,40
550464,1984-07-27 00:00:00,Desenvolvedor,2021-04-18 04:30:00,RJ,Quatis,2021-04-18 04:30:00,C,3919.82,124,9411.02,12,6356.92,124,3919.82,124,4115.99,132
841841,1958-01-14 00:00:00,Desenvolvedor,2021-04-19 22:30:00,SP,Palestina,2021-04-19 22:30:00,D,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
330846,1960-05-04 00:00:00,Analista,2021-04-19 11:00:00,MG,Congonhal,2021-04-19 11:00:00,D,8324.54,166,11083.95,8,4383.73,166,8324.54,166,3379.14,67
636725,1978-07-26 00:00:00,Analista,2021-04-19 02:30:00,PR,Jacarezinho,2021-04-19 02:30:00,D,6769.53,142,13872.25,15,7848.75,142,6769.53,142,5893.14,126
29059,1967-08-05 00:00:00,Corretor,2021-04-19 07:30:00,ES,Marataizes,2021-04-13 06:30:00,D,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
547300,1988-07-06 00:00:00,Corretor,2021-04-19 17:30:00,PR,Cruz Machado,2021-04-19 17:30:00,F,5203.66,69,7635.21,13,3035.41,69,5203.66,69,3058.57,41
567530,1996-10-15 00:00:00,Corretor,2021-04-19 19:00:00,ES,Mucurici,2021-04-13 08:30:00,D,9597.77,97,11898.0,7,5922.69,97,9597.77,97,3988.15,41
498249,1966-10-13 00:00:00,Analista,2021-04-19 05:00:00,MG,Cachoeira de Minas,2021-04-19 05:00:00,C,4475.53,123,5920.26,13,2082.86,123,4475.53,123,832.19,23
836201,2000-02-10 00:00:00,Desenvolvedor,2021-04-19 07:30:00,MG,Camacho,2021-04-19 07:30:00,C,7634.96,151,14400.06,9,9322.24,151,7634.96,151,4570.94,90
943298,1964-01-29 00:00:00,Analista,2021-04-19 21:00:00,MG,Guaxupe,2021-04-19 21:00:00,C,3906.84,65,11807.44,9,9215.22,65,3906.84,65,4813.03,80
742424,1971-11-25 00:00:00,Corretor,2021-04-20 01:00:00,SP,Cunha,2021-04-20 01:00:00,D,2567.54,74,5061.25,8,4803.47,74,2567.54,74,1919.06,55
166457,1969-05-07 00:00:00,Autonomo,2021-04-20 06:30:00,MG,Natalandia,2021-04-20 06:30:00,D,17199.13,190,34350.28,10,22597.17,190,17199.13,190,3110.94,35
867390,1986-12-10 00:00:00,Outros,2021-04-20 16:00:00,PR,Porto Barreiro,2021-04-20 16:00:00,F,1444.4,15,4878.13,8,3649.53,15,1444.4,15,2721.86,29
522612,1971-01-02 00:00:00,Desenvolvedor,2021-04-20 20:00:00,RJ,Nova Friburgo,2021-04-20 20:00:00,C,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
450789,2002-06-14 00:00:00,Analista,2021-04-20 21:00:00,MG,Cachoeira de Minas,2021-04-19 05:00:00,,7092.12,124,13861.14,10,9148.83,124,7092.12,124,1206.44,21
962108,2004-06-16 00:00:00,Outros,2021-04-20 15:30:00,PR,Angulo,2021-04-20 15:30:00,C,2725.2,51,13871.17,14,11503.93,51,2725.2,51,2315.94,43
360992,1984-05-10 00:00:00,Desenvolvedor,2021-04-20 16:30:00,MG,Espinosa,2021-04-20 16:30:00,D,10286.35,119,27855.07,12,20840.25,119,10286.35,119,6959.76,80
662383,1986-05-20 00:00:00,Corretor,2021-04-20 04:00:00,RJ,Cachoeiras de Macacu,2021-04-20 04:00:00,B,31144.92,436,85250.46,36,57644.54,436,31144.92,436,25337.18,352
200429,1988-08-25 00:00:00,Analista,2021-04-20 18:00:00,MG,Betim,2021-04-20 18:00:00,D,6254.86,183,8194.22,12,2713.06,183,6254.86,183,1309.16,38
535033,1981-09-12 00:00:00,Outros,2021-04-20 17:00:00,MG,Pirauba,2021-04-20 17:00:00,F,2957.01,36,6547.97,14,4770.61,36,2957.01,36,8896.9,109
889554,1981-01-27 00:00:00,Corretor,2021-04-20 19:00:00,MG,Sardoa,2021-04-20 19:00:00,C,4313.63,77,12414.54,11,8847.15,77,4313.63,77,4673.54,82
631470,1965-08-23 00:00:00,Corretor,2021-04-20 08:00:00,MG,Cascalho Rico,2021-04-20 08:00:00,D,15366.57,175,23452.94,7,12775.79,175,15366.57,175,4382.87,49
675866,1983-08-16 00:00:00,Desenvolvedor,2021-04-20 01:30:00,RJ,Areal,2021-04-20 01:30:00,D,5701.47,90,12789.43,14,9355.9,90,5701.47,90,3898.9,59
113563,1970-01-14 00:00:00,Analista,2021-04-20 21:30:00,PR,Uniflor,2021-04-08 22:30:00,,15873.48,324,28057.57,24,13117.43,324,15873.48,324,4854.71,98
853418,1970-09-17 00:00:00,Analista,2021-04-20 22:30:00,GO,Panama,2021-04-08 19:00:00,D,7432.18,132,22368.99,17,17040.61,132,7432.18,132,6289.83,112
11485,1999-09-20 00:00:00,Analista,2021-04-20 12:30:00,SC,Sao Francisco do Sul,2021-04-20 12:30:00,D,12378.56,133,21916.21,14,11927.91,133,12378.56,133,1721.69,19
489371,1982-08-03 00:00:00,Desenvolvedor,2021-04-20 01:00:00,MG,Sao Sebastiao do Maranhao,2021-04-20 01:00:00,D,8653.03,189,18643.1,18,11244.49,189,8653.03,189,5154.86,111
416638,1986-09-24 00:00:00,Outros,2021-04-21 01:00:00,PR,Tamarana,2021-04-21 01:00:00,,823.68,23,2461.3,12,1973.88,23,823.68,23,1497.22,42
619093,1987-03-15 00:00:00,Desenvolvedor,2021-04-21 13:30:00,RJ,Belford Roxo,2021-04-21 13:30:00,B,29519.03,684,53010.87,36,25289.68,684,29519.03,684,4192.81,97
370251,1993-03-19 00:00:00,Autonomo,2021-04-21 21:30:00,GO,Cachoeira de Goias,2021-04-21 21:30:00,D,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
333222,1980-05-16 00:00:00,Investidor,2021-04-21 11:00:00,SP,Capela do Alto,2021-04-21 11:00:00,D,11997.58,158,20576.01,12,12314.54,158,11997.58,158,3530.44,47
850348,1958-12-16 00:00:00,Desenvolvedor,2021-04-21 05:00:00,RJ,Sao Fidelis,2021-04-03 06:00:00,B,38742.16,693,70181.84,43,34333.22,693,38742.16,693,5115.31,90
737376,1994-09-05 00:00:00,Analista,2021-04-21 13:00:00,ES,Vila Valerio,2021-04-21 13:00:00,B,17270.64,466,34020.83,37,18412.44,466,17270.64,466,2742.36,74
223793,1969-12-09 00:00:00,Autonomo,2021-04-21 14:00:00,ES,Iconha,2021-04-21 14:00:00,D,4307.78,119,12037.18,16,8612.92,119,4307.78,119,1983.96,54
8012,1995-10-26 00:00:00,Investidor,2021-04-21 03:00:00,MG,Santa Rita de Caldas,2021-04-21 03:00:00,C,6337.49,116,17544.7,11,12632.79,116,6337.49,116,763.78,14
912297,1996-11-02 00:00:00,Desenvolvedor,2021-04-21 06:30:00,PR,Sao Jeronimo da Serra,2021-04-21 06:30:00,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
554758,1984-12-21 00:00:00,Corretor,2021-04-21 05:00:00,SC,Vitor Meireles,2021-04-21 05:00:00,D,7004.28,131,10294.5,8,3918.39,131,7004.28,131,1636.65,31
713837,1995-12-11 00:00:00,Corretor,2021-04-21 04:30:00,ES,Piuma,2021-04-14 21:00:00,D,5674.91,135,10416.69,22,5207.88,135,5674.91,135,5548.42,132
844318,1978-01-22 00:00:00,Corretor,2021-04-21 14:30:00,PR,Coronel Vivida,2021-04-21 14:30:00,D,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
493526,1994-02-20 00:00:00,Analista,2021-04-21 03:30:00,MG,Oratorios,2021-04-21 03:30:00,B,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
133415,1989-12-29 00:00:00,Desenvolvedor,2021-04-22 14:30:00,BA,Macaubas,2021-04-22 14:30:00,D,6682.07,124,14208.1,11,8427.7,124,6682.07,124,1169.11,22
572396,1989-11-05 00:00:00,Investidor,2021-04-22 02:30:00,PR,Sarandi,2021-04-22 02:30:00,F,9030.97,95,15916.28,20,7873.47,95,9030.97,95,5996.61,62
238697,1991-05-09 00:00:00,Outros,2021-04-22 18:00:00,PR,Borrazopolis,2021-04-22 18:00:00,F,6586.1,85,11308.65,16,5202.15,85,6586.1,85,5525.65,71
92442,1987-04-15 00:00:00,Analista,2021-04-22 13:30:00,SC,Criciuma,2021-04-22 13:30:00,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
483841,1979-10-26 00:00:00,Analista,2021-04-23 03:00:00,PR,Quatro Pontes,2021-04-23 03:00:00,C,6885.94,107,17493.58,11,12302.12,107,6885.94,107,4348.88,69
30978,1981-01-01 00:00:00,Outros,2021-04-23 21:30:00,ES,Nova Venecia,2021-04-23 21:30:00,F,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
706005,1976-05-06 00:00:00,Desenvolvedor,2021-04-23 19:30:00,SP,Itapirapua Paulista,2021-04-23 19:30:00,B,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
360755,1982-12-19 00:00:00,Analista,2021-04-23 06:00:00,SC,Caxambu do Sul,2021-04-23 06:00:00,,9209.12,128,16839.06,12,10796.4,128,9209.12,128,8167.07,116
986453,1984-09-12 00:00:00,Investidor,2021-04-23 18:30:00,MG,Fortaleza de Minas,2021-04-23 18:30:00,A,22290.46,323,60489.57,39,40019.69,323,22290.46,323,15176.52,219
872142,1990-07-03 00:00:00,Corretor,2021-04-23 16:30:00,RJ,Vassouras,2021-04-11 15:30:00,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
387943,1993-08-04 00:00:00,Autonomo,2021-04-24 06:00:00,ES,Pinheiros,2021-04-24 06:00:00,B,35702.92,520,68652.25,35,34769.17,520,35702.92,520,19138.81,278
16306,1992-04-20 00:00:00,Outros,2021-04-24 09:00:00,RJ,Mangaratiba,2021-04-24 09:00:00,F,7175.34,67,12167.56,15,6157.18,67,7175.34,67,14905.13,140
923242,1992-01-08 00:00:00,Investidor,2021-04-24 10:30:00,PR,Amapora,2021-04-24 10:30:00,F,1195.52,15,8756.22,12,8333.68,15,1195.52,15,2597.48,29
313257,1961-05-15 00:00:00,Corretor,2021-04-24 08:00:00,BA,Abare,2021-04-24 08:00:00,D,6810.22,125,16078.07,12,11618.88,125,6810.22,125,4101.66,75
469571,1988-08-31 00:00:00,Desenvolvedor,2021-04-24 22:00:00,ES,Linhares,2021-04-14 06:30:00,F,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
189833,2001-04-21 00:00:00,Outros,2021-04-24 06:00:00,MG,Santa Efigenia de Minas,2021-04-24 06:00:00,D,4955.19,134,10421.95,7,7736.51,134,4955.19,134,1555.4,42
775938,1971-02-24 00:00:00,Corretor,2021-04-24 02:30:00,BA,Brumado,2021-04-24 02:30:00,,8335.4,184,17223.77,13,11772.95,184,8335.4,184,3776.96,81
767772,1978-11-13 00:00:00,Outros,2021-04-24 20:00:00,MG,Diamantina,2021-04-15 04:30:00,D,16018.64,312,25227.17,16,13265.38,312,16018.64,312,3474.4,67
224571,1973-11-12 00:00:00,Analista,2021-04-25 08:00:00,GO,Santa Rita do Araguaia,2021-04-25 08:00:00,D,5741.77,117,8914.39,16,3685.37,117,5741.77,117,3462.53,70
217024,1990-06-15 00:00:00,Desenvolvedor,2021-04-25 07:30:00,SP,Pedra Bela,2021-04-25 07:30:00,A,13938.06,443,29757.45,36,17916.54,443,13938.06,443,1618.18,51
121969,1983-12-03 00:00:00,Autonomo,2021-04-25 14:30:00,RJ,Rio de Janeiro,2021-04-25 14:30:00,B,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
898315,1981-09-04 00:00:00,Analista,2021-04-25 05:00:00,BA,Condeuba,2021-04-25 05:00:00,D,7123.21,146,9419.48,10,6297.36,146,7123.21,146,3065.07,62
59785,1975-06-28 00:00:00,Analista,2021-04-25 16:00:00,ES,Presidente Kennedy,2021-04-25 16:00:00,C,8095.45,112,15897.96,13,13006.93,112,8095.45,112,5166.11,71
384079,1973-03-16 00:00:00,Analista,2021-04-25 15:00:00,MG,Conquista,2021-04-25 15:00:00,C,9315.78,121,16723.46,8,10836.81,121,9315.78,121,6950.03,90
894546,1991-03-28 00:00:00,Desenvolvedor,2021-04-25 09:00:00,ES,Cariacica,2021-04-14 13:00:00,B,16826.65,501,33081.84,40,16760.04,501,16826.65,501,7025.95,208
290067,1966-08-16 00:00:00,Analista,2021-04-25 02:30:00,GO,Caldas Novas,2021-04-25 02:30:00,C,7511.95,160,13300.78,15,6812.91,160,7511.95,160,1563.66,34
825632,2001-05-26 00:00:00,Outros,2021-04-25 03:00:00,ES,Cachoeiro de Itapemirim,2021-04-02 12:30:00,D,3465.22,116,7899.55,13,5178.06,116,3465.22,116,1230.6,42
645713,1995-01-22 00:00:00,Corretor,2021-04-25 19:30:00,ES,Piuma,2021-04-14 21:00:00,D,5928.22,88,20375.38,14,15512.24,88,5928.22,88,5322.58,78
428262,1970-05-21 00:00:00,Desenvolvedor,2021-04-25 01:00:00,MG,Buritis,2021-04-25 01:00:00,C,1786.91,36,11749.33,9,12123.15,36,1786.91,36,2234.32,44
804173,1982-07-16 00:00:00,Corretor,2021-04-26 06:00:00,GO,Nova Aurora,2021-04-26 06:00:00,D,6113.07,134,11640.94,10,7933.74,134,6113.07,134,1407.28,31
128679,1996-01-29 00:00:00,Analista,2021-04-26 21:00:00,MG,Frei Inocencio,2021-04-26 21:00:00,D,7036.09,147,12512.5,6,6514.09,147,7036.09,147,3310.24,68
269761,1979-08-17 00:00:00,Desenvolvedor,2021-04-26 09:30:00,MG,Cachoeira da Prata,2021-04-26 09:30:00,,6000.67,159,10012.62,8,9163.97,159,6000.67,159,2515.61,68
595346,1979-03-12 00:00:00,Investidor,2021-04-26 22:00:00,PR,Sao Miguel do Iguacu,2021-04-26 22:00:00,,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
834213,1966-11-02 00:00:00,Investidor,2021-04-26 05:00:00,RJ,Tangua,2021-04-26 05:00:00,C,6303.76,83,25649.6,13,21340.8,83,6303.76,83,6766.02,90
488599,1987-12-23 00:00:00,Autonomo,2021-04-26 21:30:00,ES,Montanha,2021-04-26 21:30:00,F,2359.38,35,7014.64,17,5270.21,35,2359.38,35,2837.75,42
323692,1966-04-06 00:00:00,Investidor,2021-04-26 14:00:00,PR,Congonhinhas,2021-04-26 14:00:00,C,8086.88,161,20456.55,15,16136.64,161,8086.88,161,2883.86,58
481515,1979-03-25 00:00:00,Analista,2021-04-26 06:30:00,MG,Paineiras,2021-04-26 06:30:00,D,7932.02,209,10031.15,8,3424.45,209,7932.02,209,1664.12,44
845181,1983-03-04 00:00:00,Corretor,2021-04-26 07:00:00,RJ,Macuco,2021-04-26 07:00:00,F,1486.91,18,5881.79,10,4561.59,18,1486.91,18,1764.51,21
999828,1985-06-18 00:00:00,Investidor,2021-04-26 13:00:00,RJ,Casimiro de Abreu,2021-04-26 13:00:00,F,1537.34,44,3535.36,18,2243.83,44,1537.34,44,836.33,23
706234,1981-02-13 00:00:00,Analista,2021-04-26 14:30:00,MG,Serra dos Aimores,2021-04-26 14:30:00,C,5577.13,100,12595.85,8,8040.88,100,5577.13,100,5851.23,103
677374,1999-01-26 00:00:00,Corretor,2021-04-27 02:00:00,MG,Malacacheta,2021-04-27 02:00:00,D,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
84809,1984-09-10 00:00:00,Analista,2021-04-27 21:00:00,SC,Guaraciaba,2021-04-27 21:00:00,,4742.66,85,13172.63,9,10729.82,85,4742.66,85,3514.85,63
154912,1994-11-25 00:00:00,Desenvolvedor,2021-04-27 09:00:00,BA,Central,2021-04-27 09:00:00,D,6596.31,123,13505.3,11,8512.08,123,6596.31,123,3534.95,66
953248,1984-05-04 00:00:00,Corretor,2021-04-27 03:00:00,ES,Serra,2021-04-12 11:00:00,D,17870.93,230,30512.35,12,14562.07,230,17870.93,230,3134.45,41
583857,1990-09-06 00:00:00,Outros,2021-04-27 04:00:00,PR,Agudos do Sul,2021-04-27 04:00:00,F,5123.59,59,11618.98,27,6668.49,59,5123.59,59,20518.68,243
318835,1990-04-08 00:00:00,Analista,2021-04-27 19:30:00,ES,Vargem Alta,2021-04-27 19:30:00,B,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
274741,1995-05-15 00:00:00,Investidor,2021-04-27 13:30:00,PR,Mariluz,2021-04-27 13:30:00,F,1143.47,13,11835.97,16,11158.96,13,1143.47,13,4006.98,47
712578,1986-05-08 00:00:00,Outros,2021-04-28 10:00:00,PR,Porto Barreiro,2021-04-20 16:00:00,F,8789.99,110,19912.93,17,12015.65,110,8789.99,110,6976.29,87
61546,1979-08-22 00:00:00,Corretor,2021-04-28 13:00:00,GO,Cachoeira Dourada,2021-04-28 13:00:00,D,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
620582,1978-08-26 00:00:00,Corretor,2021-04-29 07:30:00,PR,Diamante do Sul,2021-04-29 07:30:00,F,1176.48,17,4248.73,16,3193.72,17,1176.48,17,2546.18,39
522052,1987-06-17 00:00:00,Desenvolvedor,2021-04-29 10:00:00,MG,Conceicao dos Ouros,2021-04-29 10:00:00,C,5028.52,144,7689.75,11,5025.54,144,5028.52,144,778.81,23
496274,1985-01-25 00:00:00,Outros,2021-04-29 07:30:00,RJ,Tres Rios,2021-04-29 07:30:00,F,3606.28,46,15134.44,20,12549.51,46,3606.28,46,2567.18,32
898947,1968-07-07 00:00:00,Analista,2021-04-30 18:00:00,SP,Tapiratiba,2021-04-30 18:00:00,,7380.58,202,31897.14,38,26746.77,202,7380.58,202,9961.39,277
159843,2000-01-01 00:00:00,Corretor,2021-04-30 02:30:00,MG,Paraguacu,2021-04-30 02:30:00,,19227.97,433,28808.31,32,10524.09,433,19227.97,433,2951.89,67
469430,1986-09-06 00:00:00,Desenvolvedor,2021-04-30 12:30:00,MG,Novo Cruzeiro,2021-04-03 17:00:00,A,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
461127,1996-07-21 00:00:00,Desenvolvedor,2021-04-30 22:00:00,PR,Itambe,2021-04-30 22:00:00,D,4386.08,89,9380.07,7,6023.99,89,4386.08,89,7151.26,145
134327,2000-09-02 00:00:00,Corretor,2021-04-30 23:00:00,ES,Mimoso do Sul,2021-04-30 23:00:00,,18296.16,393,40225.52,37,23407.19,393,18296.16,393,4960.44,106
916216,1988-10-18 00:00:00,Outros,2021-04-30 15:30:00,RJ,Nilopolis,2021-04-09 09:00:00,,5636.73,69,10226.54,20,4931.2,69,5636.73,69,5617.37,66
149377,1992-07-07 00:00:00,Investidor,2021-04-30 05:00:00,PR,Luiziana,2021-04-30 05:00:00,F,971.94,26,7013.32,11,6790.84,26,971.94,26,3873.23,103
939919,1969-07-20 00:00:00,Outros,2021-04-30 14:00:00,PR,Perola,2021-04-30 14:00:00,D,14080.34,142,23661.44,14,14844.95,142,14080.34,142,1864.3,19
537512,1965-05-14 00:00:00,Analista,2021-04-30 06:00:00,MG,Entre Folhas,2021-04-30 06:00:00,D,10165.33,188,14685.07,11,8815.15,188,10165.33,188,3849.97,72
670007,2004-09-04 00:00:00,Investidor,2021-04-30 06:30:00,MG,Nova Belem,2021-04-30 06:30:00,C,3087.41,63,5835.8,11,4342.44,63,3087.41,63,826.19,17
781857,1973-11-21 00:00:00,Analista,2021-05-01 07:30:00,MG,Guaranesia,2021-05-01 07:30:00,C,10877.65,118,22403.1,14,13788.77,118,10877.65,118,4715.49,52
945694,1980-06-11 00:00:00,Outros,2021-05-01 08:00:00,GO,Cocalzinho de Goias,2021-04-03 14:30:00,C,4820.8,90,15811.51,13,12762.84,90,4820.8,90,4297.15,82
793715,1988-01-13 00:00:00,Investidor,2021-05-01 12:00:00,MG,Carandai,2021-05-01 12:00:00,F,3133.21,31,17289.2,18,14749.1,31,3133.21,31,2856.0,29
417911,1988-04-13 00:00:00,Investidor,2021-05-01 01:00:00,RJ,Cambuci,2021-04-09 03:00:00,,268.54,4,2250.95,7,2425.48,4,268.54,4,1967.27,26
424437,1984-07-03 00:00:00,Investidor,2021-05-01 15:30:00,SC,Mirim Doce,2021-05-01 15:30:00,D,3893.87,120,5159.22,12,2169.49,120,3893.87,120,1318.43,40
424150,1967-07-31 00:00:00,Desenvolvedor,2021-05-01 19:00:00,RJ,Araruama,2021-05-01 19:00:00,D,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
953006,1999-09-04 00:00:00,Analista,2021-05-01 21:30:00,MG,Araponga,2021-05-01 21:30:00,C,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
983289,1988-01-14 00:00:00,Investidor,2021-05-01 07:30:00,PR,Esperanca Nova,2021-05-01 07:30:00,F,2105.01,25,5686.48,12,3885.61,25,2105.01,25,1559.3,20
928943,1980-12-12 00:00:00,Corretor,2021-05-01 19:30:00,RJ,Iguaba Grande,2021-05-01 19:30:00,C,5526.36,113,17001.03,18,13453.74,113,5526.36,113,4178.62,88
472231,1997-08-19 00:00:00,Corretor,2021-05-01 21:30:00,RJ,Iguaba Grande,2021-05-01 19:30:00,D,5578.38,114,11724.17,12,7192.75,114,5578.38,114,5206.59,106
508661,1981-06-05 00:00:00,Investidor,2021-05-02 17:00:00,PR,Cafelandia,2021-05-02 17:00:00,F,1498.08,17,7288.54,15,5890.23,17,1498.08,17,4208.56,47
67890,1983-12-16 00:00:00,Corretor,2021-05-02 20:00:00,ES,Marataizes,2021-04-13 06:30:00,D,2078.08,42,15398.35,13,15066.43,42,2078.08,42,2245.22,45
932284,1992-09-18 00:00:00,Analista,2021-05-02 19:30:00,PR,Luiziana,2021-04-30 05:00:00,,10709.07,207,18816.06,15,10663.94,207,10709.07,207,3212.68,62
535477,1987-02-10 00:00:00,Corretor,2021-05-02 17:30:00,SC,Blumenau,2021-05-02 17:30:00,C,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
690030,2001-09-22 00:00:00,Desenvolvedor,2021-05-02 09:00:00,BA,Firmino Alves,2021-05-02 09:00:00,D,6902.19,130,19558.9,11,15405.27,130,6902.19,130,2402.53,45
857898,1987-12-09 00:00:00,Analista,2021-05-02 09:30:00,MG,Nazareno,2021-05-02 09:30:00,C,6433.76,125,13472.04,15,9033.52,125,6433.76,125,2390.42,47
531307,1985-01-30 00:00:00,Autonomo,2021-05-02 04:00:00,SP,Batatais,2021-05-02 04:00:00,B,7488.51,244,26565.83,30,21070.48,244,7488.51,244,8048.33,265
29233,1991-04-07 00:00:00,Outros,2021-05-02 06:30:00,SC,Irineopolis,2021-05-02 06:30:00,A,15370.36,403,31782.42,33,17048.29,403,15370.36,403,2215.4,59
937219,1981-08-19 00:00:00,Analista,2021-05-03 05:30:00,PR,Alto Piquiri,2021-05-03 05:30:00,D,9273.52,191,14175.17,12,8233.79,191,9273.52,191,1734.27,35
